id,last_sale,decimals,payment_token,date
612,,,,
613,1812000000000000300,18,WETH,05/03/2021
614,5000000000000000000,18,ETH,06/05/2021
615,380000000000000000,18,ETH,05/20/2021
616,485235571260306234,18,ETH,05/02/2021
617,20000000000000000000,18,ETH,08/20/2021
618,349900000000000000,18,ETH,05/04/2021
619,600000000000000000,18,ETH,05/02/2021
620,29000000000000000000,18,ETH,08/23/2021
621,16000000000000000000,18,ETH,08/16/2021
622,,,,
623,10200000000000000000,18,ETH,07/16/2021
624,333000000000000000,18,ETH,05/02/2021
625,40000000000000000000,18,WETH,08/29/2021
626,22000000000000000000,18,ETH,08/16/2021
627,38000000000000000000,18,ETH,09/06/2021
628,290000000000000000,18,ETH,05/04/2021
629,118490000000000000000,18,ETH,02/05/2022
630,38000000000000000000,18,ETH,08/24/2021
631,60000000000000000000,18,ETH,12/09/2021
632,4700000000000000000,18,WETH,07/05/2021
633,4500000000000000000,18,ETH,07/13/2021
634,53500000000000000000,18,ETH,12/22/2021
635,4900000000000000000,18,ETH,07/09/2021
636,64200000000000000000,18,ETH,12/16/2021
637,449000000000000000,18,ETH,05/20/2021
638,,,,
639,33000000000000000000,18,ETH,10/23/2021
640,5000000000000000000,18,ETH,06/19/2021
641,18500000000000000000,18,ETH,08/04/2021
642,452000000000000000,18,WETH,05/03/2021
643,10000000000000000000,18,ETH,06/20/2021
644,,,,
645,,,,
646,,,,
647,16900000000000000000,18,ETH,08/07/2021
648,144690000000000000000,18,ETH,01/02/2022
649,,,,
650,,,,
651,,,,
652,95000000000000000000,18,ETH,12/17/2021
653,,,,
654,2950000000000000000,18,ETH,07/04/2021
655,599900000000000000,18,ETH,05/04/2021
656,69420000000000000000,18,ETH,08/20/2021
657,5000000000000000000,18,ETH,06/13/2021
658,520000000000000000,18,ETH,05/03/2021
659,24000000000000000000,18,ETH,08/04/2021
660,6000000000000000000,18,ETH,07/10/2021
661,3980000000000000000,18,ETH,06/26/2021
662,7990000000000000000,18,ETH,08/01/2021
663,80000000000000000,18,ETH,05/01/2021
664,62054200000000000000,18,WETH,03/07/2022
665,1100000000000000000,18,ETH,05/02/2021
666,,,,
667,39000000000000000000,18,WETH,11/05/2021
668,8000000000000000000,18,ETH,07/20/2021
669,118000000000000000000,18,ETH,02/01/2022
670,,,,
671,420900000000000000,18,ETH,05/20/2021
672,,,,
673,17500000000000000000,18,ETH,08/07/2021
674,,,,
675,,,,
676,119500000000000000000,18,ETH,03/31/2022
677,,,,
678,,,,
679,,,,
680,,,,
681,,,,
682,105000000000000000000,18,ETH,12/16/2021
683,,,,
684,,,,
685,80000000000000000000,18,ETH,03/07/2022
686,118000000000000000000,18,ETH,04/05/2022
687,43000000000000000000,18,ETH,09/30/2021
688,,,,
689,,,,
690,56000000000000000000,18,ETH,09/02/2021
691,490000000000000000,18,ETH,05/04/2021
692,500000000000000000,18,ETH,05/02/2021
693,500000000000000000,18,ETH,05/02/2021
694,1300000000000000000,18,ETH,05/24/2021
695,39000000000000000000,18,ETH,10/30/2021
696,65000000000000000000,18,ETH,08/21/2021
697,,,,
698,,,,
699,,,,
700,,,,
701,37000000000000000000,18,WETH,10/28/2021
702,,,,
703,180000000000000000000,18,ETH,01/31/2022
704,,,,
705,38090000000000000000,18,ETH,10/29/2021
706,1300000000000000000,18,ETH,05/03/2021
707,,,,
708,62000000000000000000,18,ETH,12/23/2021
709,630000000000000000,18,ETH,05/29/2021
710,5635829859261180134,18,ETH,06/28/2021
711,,,,
712,,,,
713,108888800000000000000,18,ETH,03/19/2022
714,45000000000000000000,18,ETH,10/13/2021
715,400000000000000000,18,ETH,05/04/2021
716,45000000000000000000,18,ETH,11/13/2021
717,118000000000000000000,18,ETH,02/01/2022
718,2400000000000000000,18,ETH,06/16/2021
719,340000000000000000,18,ETH,05/02/2021
720,118150000000000000000,18,ETH,01/31/2022
721,,,,
722,21000000000000000000,18,ETH,08/21/2021
723,1690000000000000000,18,WETH,06/08/2021
724,6500000000000000000,18,ETH,07/19/2021
725,88,0,WETH,01/18/2022
726,990000000000000000,18,ETH,05/31/2021
727,1650000000000000000,18,ETH,05/21/2021
728,53000000000000000000,18,ETH,08/28/2021
729,890000000000000000,18,ETH,05/16/2021
730,3550000000000000000,18,ETH,07/06/2021
731,37489999999999995000,18,WETH,11/15/2021
732,500000000000000000,18,WETH,05/03/2021
733,340000000000000000,18,ETH,05/01/2021
734,620000000000000000,18,ETH,05/03/2021
735,13990000000000000000,18,ETH,07/17/2021
736,47000000000000000000,18,ETH,09/27/2021
737,925000000000000000,18,ETH,06/02/2021
738,190000000000000000,18,ETH,05/01/2021
739,,,,
